base_name,step1_file,step3_file,bleu_score,edit_distance,step1_syntax_errors,step1_expression_errors,step3_syntax_errors,step3_expression_errors,yaml_improved,actionlint_improved
12607c88ad84fd954e303351f1c29298f9515d50a162882d807d41f663da9a8c,12607c88ad84fd954e303351f1c29298f9515d50a162882d807d41f663da9a8c,0eab06247453040d846209bfb4f5242e1fa610829a16bf373fdd92df4c97039b,0.9813,1,1,0,0,0,False,True
e31683ca78a432407085dc9f45bbdf49b663b7ac4befda4f4758bc50ab0ceef2,e31683ca78a432407085dc9f45bbdf49b663b7ac4befda4f4758bc50ab0ceef2,9942f8beff5c51cb17e6545d67f3d4dad42fb8058a9747b05c5cd118386b8519,0.9799,2,1,0,0,0,False,True
6d852ea88b27cc10254f423c1f014b5841e7b15845b7197b69f631e69c0fa6b1,6d852ea88b27cc10254f423c1f014b5841e7b15845b7197b69f631e69c0fa6b1,fd65cfadb7ae8f7e500e2ba50500a01f5ea74e074835fff61c4dc86dad6cc1c8,0.9776,9,1,0,0,0,True,True
144219ae5871007f568ea79dff27e67c705fb08e6fc115c9cdabc114a04d9ee6,144219ae5871007f568ea79dff27e67c705fb08e6fc115c9cdabc114a04d9ee6,73709dd2248fc35aaa1487537ae05e2058ffb297b4574869867e080f0da3931b,0.9733,2,1,0,0,0,True,True
f6b366f61f105b2434b762f349336b8c2d15695f72cfc34636fe14f6feb7cc71,f6b366f61f105b2434b762f349336b8c2d15695f72cfc34636fe14f6feb7cc71,1e32ba2beede9e2685a04a3546bfa53bb237fc243a25298f67849e7792ebc251,0.9679,16,3,0,0,0,False,True
fbfc9e8945dd2dba9f0c4edfda567e116c610a54ae4a39ed9bf1fd44dbb01c02,fbfc9e8945dd2dba9f0c4edfda567e116c610a54ae4a39ed9bf1fd44dbb01c02,8cd882a8a7a5e73d50f72d22fc4890266ff2bc4043c77309f9700051c828e938,0.9595,2,1,0,0,0,False,True
8eb749771ffc0bcfc0e7247670dd78e626c1fd0312f96378846def2327cdabf0,8eb749771ffc0bcfc0e7247670dd78e626c1fd0312f96378846def2327cdabf0,0ff81edd433f01953ca4a97fae17312b8a51270e09ed823a3b2be79fb573076b,0.9534,1,1,0,0,0,False,True
55c87a3ab6dd1fb82c5c96d93cf0e81201ec3c8cc53b87a8b45cad58272409dc,55c87a3ab6dd1fb82c5c96d93cf0e81201ec3c8cc53b87a8b45cad58272409dc,c255c1e29f858e54278b3956630f4180ad70cf5deda75eed125c606f474e74a5,0.9492,4,2,0,0,0,False,True
483d349a1f8b71e2386cb1b43b105757ddaf51c739c01f55d56cf8a040c9f533,483d349a1f8b71e2386cb1b43b105757ddaf51c739c01f55d56cf8a040c9f533,6ea00f718fe11f7d9d0cda1a2dc13e3631b9022ee12454f21611bb5686377a25,0.9461,2,1,0,0,0,False,True
98cc10ab1759348b1bfee5d3e892ad08243b1d2d31e6e2880387780c0ffe02ba,98cc10ab1759348b1bfee5d3e892ad08243b1d2d31e6e2880387780c0ffe02ba,1ad0045945f9e99fae3a0a8fe4fbb7588f0414fbbe432080910ab9d07f68be7b,0.9293,4,1,0,0,0,True,True
431246d62ee845a4f67da227e525d6b86d7657f8c4f62edf2bd8ebebec748c53,431246d62ee845a4f67da227e525d6b86d7657f8c4f62edf2bd8ebebec748c53,2441308ba96fdf45be7ab088fefedb99ac1480772e340108d3c00d7dbc09539b,0.9293,5,1,0,0,0,True,True
863201e059ff239884fdbd95aed968d04688efc43c602dc758298ae80ce0d4c6,863201e059ff239884fdbd95aed968d04688efc43c602dc758298ae80ce0d4c6,b13d13257a60b82b50461ebcbd9f1ecb443930e76556e9205821f87e9bdacd03,0.9245,5,1,0,0,0,False,True
9f5d4acdf95f8b8cb9d38495e12167f8cc1f1b52c584462c6a5bbdd9336095d2,9f5d4acdf95f8b8cb9d38495e12167f8cc1f1b52c584462c6a5bbdd9336095d2,f383dfdc08cd08bab5450cd029928483c69e4a5f949842e1dabc0a4fe8806e1b,0.9159,7,1,0,0,0,True,True
16d51e3faadfb28b3dc6ae7ca6db87626d5bedceabfb0177b85299987ef2595f,16d51e3faadfb28b3dc6ae7ca6db87626d5bedceabfb0177b85299987ef2595f,d9f49d7f3f5b0af478d9b3a53b21bcfaf3a1c028d8b91226096f0114307e8003,0.9138,3,1,0,0,0,True,True
a213a851c82357b79f2c11fc331f2fc07aa5f4282936241cd807747480e0ce83,a213a851c82357b79f2c11fc331f2fc07aa5f4282936241cd807747480e0ce83,8f53a8f608c50e808c8ebee5a18d02ca495e8eb717e7425fa95273fa65603ca4,0.9129,6,1,0,0,0,False,True
5984db13ef855cc2f550b4a88d68874e4e29804836cbfeab12f91dad4df7c537,5984db13ef855cc2f550b4a88d68874e4e29804836cbfeab12f91dad4df7c537,8e65f1f49fe0e5bace800efa37a49956c993dae1cb01a39c5b53dc5d752eba9f,0.9129,6,1,0,0,0,False,True
4286c22d6c0e6037fb216413dd768ce624ed9c150f71600341e6e9fe242d0df2,4286c22d6c0e6037fb216413dd768ce624ed9c150f71600341e6e9fe242d0df2,32e57c131402bd7988016f0c16406eb6bc09f90517ad370d4a95373683b5288a,0.8988,4,1,0,0,0,True,True
