base_name,step1_file,step4_file,bleu_score,edit_distance,step1_syntax_errors,step1_expression_errors,step4_syntax_errors,step4_expression_errors,yaml_improved,actionlint_improved
12607c88ad84fd954e303351f1c29298f9515d50a162882d807d41f663da9a8c,12607c88ad84fd954e303351f1c29298f9515d50a162882d807d41f663da9a8c,b6e5851d1cf7b7a768e102f701ca6f3daceba642ada5ddb194df0af96a16df6d,0.9812,1,1,0,0,0,False,True
f6b366f61f105b2434b762f349336b8c2d15695f72cfc34636fe14f6feb7cc71,f6b366f61f105b2434b762f349336b8c2d15695f72cfc34636fe14f6feb7cc71,9e05283bfe68ca22e373bfbf3d2801f2827fc90bbe75cccea023edf2a4d780db,0.9500,19,3,0,0,0,False,True
144219ae5871007f568ea79dff27e67c705fb08e6fc115c9cdabc114a04d9ee6,144219ae5871007f568ea79dff27e67c705fb08e6fc115c9cdabc114a04d9ee6,804f0feba72cd597300a8da07b17e76f894e45ec4391d4ee0915a9610b3162dd,0.9465,4,1,0,0,0,True,True
fbfc9e8945dd2dba9f0c4edfda567e116c610a54ae4a39ed9bf1fd44dbb01c02,fbfc9e8945dd2dba9f0c4edfda567e116c610a54ae4a39ed9bf1fd44dbb01c02,b25ab4b2e1a77d382a6aacb251113938ea1b7681268055e09a5670f145f527ef,0.9396,3,1,0,0,0,False,True
14ac7b69a9de471f132d57419f8f0edd08cdba29dbcd6a567df06d02e12897a6,14ac7b69a9de471f132d57419f8f0edd08cdba29dbcd6a567df06d02e12897a6,9268dd58d7b2c19848985f8a6b1002e9d6ec2fe283baf84904ab2aa4bdb01764,0.9360,4,1,0,0,0,True,True
55c87a3ab6dd1fb82c5c96d93cf0e81201ec3c8cc53b87a8b45cad58272409dc,55c87a3ab6dd1fb82c5c96d93cf0e81201ec3c8cc53b87a8b45cad58272409dc,d4fb0caaef4f1f42e389f26f436248551d5604ab24a285a79a8dda72a1b9d0c8,0.9309,5,2,0,0,0,False,True
6d852ea88b27cc10254f423c1f014b5841e7b15845b7197b69f631e69c0fa6b1,6d852ea88b27cc10254f423c1f014b5841e7b15845b7197b69f631e69c0fa6b1,62d7952c15a35a84e2c528ff9af973e275197bfe69a318f19dac9f56c7edfac8,0.9261,22,1,0,0,0,True,True
483d349a1f8b71e2386cb1b43b105757ddaf51c739c01f55d56cf8a040c9f533,483d349a1f8b71e2386cb1b43b105757ddaf51c739c01f55d56cf8a040c9f533,39dc956987b77b8ba28f4058c23fcae060d995e44c6f97d27cb0c8e8a8709b5f,0.9071,3,1,0,0,0,False,True
cd5037f8e53c575214a162a5bd263b4a0c3eb3e40a6339f07b27d0ec79130d6f,cd5037f8e53c575214a162a5bd263b4a0c3eb3e40a6339f07b27d0ec79130d6f,c4e8f1e4bcb49ac40de7609bfa51b6596c6b2d68c484262cfbf385b42daa8912,0.8978,3,1,0,0,0,False,True
863201e059ff239884fdbd95aed968d04688efc43c602dc758298ae80ce0d4c6,863201e059ff239884fdbd95aed968d04688efc43c602dc758298ae80ce0d4c6,e932d3877fe3f592dfe160fbfec9dba4d9b7b0b728b7c2666cf810d0508cf457,0.8939,7,1,0,0,0,False,True
a213a851c82357b79f2c11fc331f2fc07aa5f4282936241cd807747480e0ce83,a213a851c82357b79f2c11fc331f2fc07aa5f4282936241cd807747480e0ce83,4c7ad58b57e3ca10ad3bf4853ea0c57592b5c6a5cd2793acc2c72a455742f30a,0.8896,7,1,0,0,0,False,True
5984db13ef855cc2f550b4a88d68874e4e29804836cbfeab12f91dad4df7c537,5984db13ef855cc2f550b4a88d68874e4e29804836cbfeab12f91dad4df7c537,fbefe200e550bdb78f23aecf66a819b72f24c4568ed70f4d8b06970a22e5d0c0,0.8896,7,1,0,0,0,False,True
adf7786607f77482c4c3bb4ec43b65881ade2f1c84ace76014bbdac817989e3f,adf7786607f77482c4c3bb4ec43b65881ade2f1c84ace76014bbdac817989e3f,b51a51bddd741ed93752e06fe3098d721e03b2707c2de14c2b7670148028065b,0.8700,7,1,0,0,0,True,True
98cc10ab1759348b1bfee5d3e892ad08243b1d2d31e6e2880387780c0ffe02ba,98cc10ab1759348b1bfee5d3e892ad08243b1d2d31e6e2880387780c0ffe02ba,332d0f3d22e6e157eea88fb85360520bcd868091a3da059a60a1b5a7b9b7b32a,0.8685,8,1,0,0,0,True,True
16d51e3faadfb28b3dc6ae7ca6db87626d5bedceabfb0177b85299987ef2595f,16d51e3faadfb28b3dc6ae7ca6db87626d5bedceabfb0177b85299987ef2595f,6bffdc6a4c38d59e6d24ab055f463e3544566e25ee38d0d2e850f180cbb1c90f,0.8651,4,1,0,0,0,True,True
4286c22d6c0e6037fb216413dd768ce624ed9c150f71600341e6e9fe242d0df2,4286c22d6c0e6037fb216413dd768ce624ed9c150f71600341e6e9fe242d0df2,88adbf439b7a337460fdd2813a7177caf03007405c2b510b9d9da24719e7f668,0.8631,6,1,0,0,0,True,True
